player,n_early,n_late,obs_mwp_early,sim_mwp_early,clutch_early,obs_mwp_late,sim_mwp_late,clutch_late
Marketa Vondrousova,135,136,57.03703703703704,57.925925925925924,-0.8888888888888857,67.64705882352942,66.85661764705883,0.7904411764705941
Marta Kostyuk,127,127,50.39370078740157,49.17716535433071,1.2165354330708595,62.99212598425197,61.13779527559056,1.8543307086614078
Martina Trevisan,70,71,38.57142857142858,38.92142857142858,-0.3500000000000014,40.845070422535215,39.64788732394366,1.1971830985915588
Mathilde Johansson,51,52,39.21568627450981,35.029411764705884,4.186274509803923,38.46153846153847,44.77884615384615,-6.317307692307686
Mayar Sherif,61,61,40.98360655737705,39.99180327868853,0.991803278688522,36.0655737704918,39.63934426229508,-3.5737704918032804
Melanie Oudin,56,56,46.42857142857143,46.80357142857143,-0.375,30.357142857142854,32.91964285714286,-2.562500000000007
Melinda Czink,69,70,47.82608695652174,47.58695652173913,0.2391304347826093,32.857142857142854,36.84285714285715,-3.9857142857142946
Michaella Krajicek,67,67,41.7910447761194,45.32835820895522,-3.5373134328358233,40.298507462686565,41.35820895522387,-1.0597014925373074
Mihaela Buzarnescu,62,62,61.29032258064516,60.04032258064516,1.25,29.03225806451613,36.177419354838705,-7.145161290322573
Mirjana Lucic,61,61,44.26229508196721,49.34426229508196,-5.081967213114751,52.459016393442624,50.68032786885246,1.7786885245901658
Mirra Andreeva,79,79,64.55696202531645,61.962025316455694,2.5949367088607573,73.41772151898735,71.53164556962025,1.8860759493670969
Misaki Doi,124,124,40.32258064516129,42.487903225806456,-2.1653225806451672,31.451612903225808,34.29032258064516,-2.8387096774193523
Mona Barthel,151,151,50.993377483443716,53.09602649006622,-2.1026490066225065,38.41059602649007,41.3841059602649,-2.973509933774828
Monica Niculescu,168,169,44.047619047619044,45.36309523809524,-1.315476190476197,46.15384615384615,50.21301775147929,-4.059171597633139
Monica Puig,132,133,50.0,52.63636363636362,-2.636363636363619,52.63157894736842,52.35338345864662,0.2781954887217992
Na Li,183,184,66.66666666666666,65.1639344262295,1.5027322404371546,73.36956521739131,71.36684782608695,2.0027173913043583
Nadia Petrova,200,201,70.0,69.38,0.6200000000000045,57.711442786069654,57.74129353233831,-0.029850746268657247
Nadia Podoroska,70,70,51.42857142857142,51.25714285714286,0.17142857142856371,32.857142857142854,36.10714285714286,-3.250000000000007
Nao Hibino,98,98,44.89795918367347,43.035714285714285,1.8622448979591866,35.714285714285715,37.32142857142857,-1.607142857142854
Naomi Osaka,167,168,63.47305389221557,60.09880239520959,3.3742514970059787,69.64285714285714,68.44047619047619,1.202380952380949
Nathalie Dechy,66,67,50.0,50.28787878787878,-0.28787878787878185,40.298507462686565,38.559701492537314,1.7388059701492509
Nicole Vaidisova,79,80,63.29113924050633,64.32278481012658,-1.0316455696202453,53.75,51.8875,1.8624999999999972
Oceane Dodin,60,61,43.333333333333336,43.45833333333334,-0.1250000000000071,36.0655737704918,36.5,-0.43442622950819754
Olga Danilovic,52,53,50.0,48.77884615384615,1.2211538461538467,56.60377358490566,50.320754716981135,6.283018867924525
